talent,job,label
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'French': Language(French,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,80000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Russian': Language(Russian,B2,False)},['sales-manager', 'key-account-manager', 'business-development-manager'],senior,63000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['c-c-developer', 'data-scientist', 'data-engineer', 'machine-learning-engineer', 'data-analyst'],senior,75000,doctorate)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['data-engineer'],['midlevel', 'senior'],80000,master)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['java-developer', 'online-marketing-manager', 'social-media-marketing-manager', 'cmo-or-head-of-marketing', 'marketing-team-lead'],junior,30000,None)","Job({'German': Language(German,C2,True)},['online-marketing-manager', 'content-marketing-manager'],[None, 'junior'],50000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'mobile-developer', 'ui-ux-designer'],midlevel,50000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C2,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'php-developer'],senior,50000,None)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['product-manager', 'product-owner', 'consulting'],junior,55000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['product-owner'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer'],junior,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'French': Language(French,B2,False), 'German': Language(German,C1,False), 'Turkish': Language(Turkish,C2,False)},['consulting', 'sales-manager', 'sales-engineer'],senior,60000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['c-net-developer', 'c-c-developer', 'product-owner', 'machine-learning-engineer', 'tech-lead'],senior,70000,master)","Job({'English': Language(English,C1,True), 'German': Language(German,B1,False)},['c-c-developer'],['senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'php-developer'],midlevel,60000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['sales-manager', 'sales-team-lead', 'sales-engineer', 'key-account-manager', 'cso-or-head-of-sales'],senior,65000,apprenticeship)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-manager', 'key-account-manager', 'customer-success-manager'],junior,50000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'Persian': Language(Persian,C2,False)},['frontend-developer', 'c-net-developer', 'c-c-developer', 'cloud-engineer', 'ui-ux-designer'],junior,45000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['online-marketing-manager', 'sales-manager', 'key-account-manager', 'business-development-manager', 'sales-team-lead'],midlevel,70000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'php-developer', 'data-scientist', 'data-analyst'],junior,48000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['frontend-developer'],['junior'],54000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer', 'php-developer'],junior,60000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'full-stack-developer', 'c-net-developer', 'mobile-developer', 'ui-ux-designer'],junior,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'cloud-engineer'],junior,50000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C2,False), 'French': Language(French,C1,False), 'Arabic': Language(Arabic,C2,False), 'Spanish': Language(Spanish,A1,False)},['frontend-developer', 'mobile-developer', 'consulting'],midlevel,64000,master)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Italian': Language(Italian,C2,False), 'French': Language(French,B2,False)},['sales-manager', 'key-account-manager', 'customer-success-manager'],junior,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Romanian': Language(Romanian,C2,False), 'Spanish': Language(Spanish,A2,False)},['frontend-developer', 'qa-engineer', 'consulting'],midlevel,25000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'Russian': Language(Russian,C2,False), 'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer'],midlevel,48000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'French': Language(French,A1,False)},['frontend-developer', 'full-stack-developer', 'data-engineer', 'consulting', 'social-media-marketing-manager'],junior,44000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C1,False), 'Hindi': Language(Hindi,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],senior,90000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel', 'senior'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A2,False)},['frontend-developer'],junior,45000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'French': Language(French,A2,False), 'German': Language(German,C1,False), 'Hindi': Language(Hindi,C2,False), 'Tamil': Language(Tamil,C1,False)},['c-c-developer', 'cloud-engineer', 'data-scientist', 'data-engineer', 'machine-learning-engineer'],junior,62000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Italian': Language(Italian,A1,False), 'Korean': Language(Korean,A1,False)},['frontend-developer', 'full-stack-developer'],junior,39000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'Russian': Language(Russian,C2,False)},['frontend-developer', 'full-stack-developer'],junior,44000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],junior,42000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,A2,False)},['php-developer', 'devops-engineer', 'ui-ux-designer', 'data-scientist', 'tech-lead'],senior,60000,None)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'php-developer', 'tech-lead', 'consulting'],senior,70000,bachelor)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'java-developer', 'php-developer', 'mobile-developer'],junior,25000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['product-manager', 'product-owner', 'scrum-master-agile-coach', 'cto', 'cpo-or-head-of-product'],senior,75000,None)","Job({'German': Language(German,B2,True), 'English': Language(English,C1,True)},['scrum-master-agile-coach'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['devops-engineer', 'network-engineer', 'system-engineer', 'cloud-engineer', 'system-administrator'],midlevel,43000,apprenticeship)","Job({'German': Language(German,C1,True)},['devops-engineer'],['midlevel', 'senior'],80000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,B2,False), 'Spanish': Language(Spanish,A2,False)},['sales-manager', 'key-account-manager', 'business-development-manager', 'online-marketing-manager'],senior,85000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,B2,False)},['sales-manager'],['senior'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Polish': Language(Polish,C1,False)},['sales-team-lead', 'consulting', 'sales-manager', 'key-account-manager', 'business-development-manager'],midlevel,75000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A1,False), 'Dutch': Language(Dutch,A1,False)},['java-developer', 'consulting'],midlevel,60000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'English': Language(English,C2,False), 'French': Language(French,B2,False), 'Spanish': Language(Spanish,B2,False), 'Portuguese': Language(Portuguese,A2,False)},['full-stack-developer', 'php-developer', 'product-manager', 'product-owner'],senior,72000,master)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'mobile-developer'],junior,50000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Romanian': Language(Romanian,C2,False)},['cloud-engineer', 'system-administrator', '1st-2nd-3rd-level-support', 'security', 'consulting'],midlevel,75000,apprenticeship)","Job({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['system-administrator'],['midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer', 'devops-engineer'],midlevel,60000,apprenticeship)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel'],90000,apprenticeship)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C1,False), 'Hungarian': Language(Hungarian,C2,False), 'Swedish': Language(Swedish,B1,False)},['backend-developer', 'java-developer', 'c-c-developer', 'php-developer'],midlevel,60000,apprenticeship)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'Arabic': Language(Arabic,C2,False), 'German': Language(German,C1,False), 'English': Language(English,B2,False), 'French': Language(French,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],junior,64000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['consulting', 'sales-manager', 'key-account-manager', 'customer-success-manager'],midlevel,65000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Persian': Language(Persian,C2,False)},['product-manager', 'sales-team-lead', 'marketing-team-lead', 'consulting', 'sales-manager'],senior,70000,None)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False), 'Persian': Language(Persian,C2,False)},['backend-developer', 'c-c-developer', 'software-architect', 'devops-engineer', 'machine-learning-engineer'],midlevel,80000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['cso-or-head-of-sales', 'consulting', 'sales-manager', 'key-account-manager', 'business-development-manager'],senior,80000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,B2,False)},['sales-manager'],['senior'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'php-developer'],senior,90000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B2,False), 'Swedish': Language(Swedish,A2,False)},['qa-engineer', 'backend-developer', 'data-scientist', 'machine-learning-engineer', 'data-engineer'],junior,80000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'c-c-developer'],junior,40000,bachelor)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,True)},['c-c-developer', 'qa-engineer'],['junior', 'midlevel', 'senior'],70000,bachelor)",True
"Talent({'Dutch': Language(Dutch,A2,False), 'English': Language(English,C1,False), 'French': Language(French,C2,False), 'German': Language(German,C2,False)},['frontend-developer'],midlevel,65000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],None,40000,apprenticeship)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer', 'mobile-developer'],junior,49000,bachelor)","Job({'German': Language(German,C2,True)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],['junior', 'midlevel'],50000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,B1,False)},['frontend-developer', 'full-stack-developer', 'java-developer', 'mobile-developer'],junior,54000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False)},['cso-or-head-of-sales', 'sales-team-lead', 'sales-manager', 'key-account-manager', 'customer-success-manager'],senior,65000,bachelor)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Russian': Language(Russian,A2,False)},['customer-success-manager'],junior,37000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,B1,False), 'English': Language(English,C1,False), 'Arabic': Language(Arabic,C2,False)},['backend-developer', 'java-developer', 'c-c-developer', 'php-developer', 'mobile-developer'],midlevel,40000,bachelor)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A2,False), 'Czech': Language(Czech,C2,False)},['sales-manager', 'key-account-manager', 'business-development-manager'],midlevel,75000,bachelor)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B1,False)},['frontend-developer', 'full-stack-developer', 'product-manager', 'product-owner', 'security'],None,55000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Polish': Language(Polish,C1,False)},['frontend-developer', 'mobile-developer', 'software-architect', 'tech-lead'],senior,80000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],senior,65000,apprenticeship)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,B1,False)},['frontend-developer', 'full-stack-developer'],senior,80000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False), 'Spanish': Language(Spanish,C2,False)},['backend-developer', 'full-stack-developer', 'java-developer', 'scrum-master-agile-coach'],None,59000,bachelor)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-manager', 'key-account-manager', 'customer-success-manager', 'online-marketing-manager', 'social-media-marketing-manager'],junior,57000,None)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'English': Language(English,C1,False), 'French': Language(French,A1,False), 'Spanish': Language(Spanish,A2,False), 'German': Language(German,C2,False), 'Portuguese': Language(Portuguese,A1,False)},['product-owner', 'sales-team-lead', 'sales-manager', 'key-account-manager', 'customer-success-manager'],midlevel,65000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['sales-manager'],[None, 'junior', 'midlevel'],70000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'java-developer', 'c-c-developer', 'mobile-developer'],senior,80000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'English': Language(English,C2,False), 'German': Language(German,C2,False), 'Portuguese': Language(Portuguese,A1,False)},['data-scientist', 'data-analyst'],junior,60000,master)","Job({'German': Language(German,C1,True)},['data-analyst'],['junior', 'midlevel', 'senior'],67000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'mobile-developer'],junior,40000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Italian': Language(Italian,C2,False), 'French': Language(French,B2,False)},['sales-manager', 'key-account-manager', 'customer-success-manager'],junior,70000,master)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'ui-ux-designer', 'graphic-designer'],junior,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['sales-manager'],junior,58000,bachelor)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['backend-developer', 'java-developer', 'php-developer', 'software-architect', 'tech-lead'],senior,65000,None)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['sales-manager', 'sales-engineer', 'key-account-manager'],junior,65000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'php-developer', 'data-scientist'],senior,85000,None)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['frontend-developer', 'backend-developer', 'security', 'consulting', 'business-development-manager'],junior,50000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Turkish': Language(Turkish,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'mobile-developer'],junior,61000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['frontend-developer'],['junior'],54000,None)",True
"Talent({'English': Language(English,C1,False), 'Arabic': Language(Arabic,C2,False), 'French': Language(French,A1,False), 'German': Language(German,C1,False)},['c-c-developer', 'software-architect', 'system-engineer', 'machine-learning-engineer', 'tech-lead'],midlevel,77000,master)","Job({'German': Language(German,C1,True)},['system-engineer'],['midlevel', 'senior'],92000,apprenticeship)",True
"Talent({'Croatian': Language(Croatian,C2,False), 'English': Language(English,C1,False), 'German': Language(German,C1,False)},['backend-developer', 'full-stack-developer', 'php-developer', 'tech-lead', 'consulting'],senior,70000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['tech-lead', 'engineering-manager'],['midlevel', 'senior'],100000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'French': Language(French,C2,False)},['frontend-developer', 'backend-developer', 'java-developer', 'qa-engineer'],junior,50000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C2,False), 'Hindi': Language(Hindi,C2,False), 'German': Language(German,B1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer', 'software-architect'],senior,70000,master)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'php-developer', 'data-scientist', 'data-analyst', 'social-media-marketing-manager'],senior,36000,apprenticeship)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'full-stack-developer', 'software-architect', 'consulting'],midlevel,50000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['consulting', 'sales-manager', 'sales-engineer', 'business-development-manager', 'sales-team-lead'],junior,25000,bachelor)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['full-stack-developer', 'backend-developer', 'frontend-developer', 'project-manager'],midlevel,70000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,A2,False)},['sales-manager', 'customer-success-manager', 'business-development-manager'],senior,35000,apprenticeship)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-c-developer', 'mobile-developer'],senior,82000,apprenticeship)","Job({'German': Language(German,C2,True), 'English': Language(English,C2,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,C2,False)},['product-manager', 'cpo-or-head-of-product', 'sales-manager', 'key-account-manager', 'business-development-manager'],senior,60000,master)","Job({'German': Language(German,C2,True)},['key-account-manager', 'customer-success-manager'],['junior', 'midlevel', 'senior'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'French': Language(French,A2,False)},['consulting', 'sales-manager', 'key-account-manager'],junior,46000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Albanian': Language(Albanian,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'consulting'],midlevel,57000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Italian': Language(Italian,C2,False), 'French': Language(French,B2,False)},['sales-manager', 'key-account-manager', 'customer-success-manager'],junior,70000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,True)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
