t_seniority_missing,t_seniority,j_min_seniority,j_max_seniority,tj_diff_seniority,t_degree,j_degree,tj_diff_degree,tf_salary_diff,tf_role_match,j_lang_importance,tj_lang_avg_diff,label
0,2,2,2,0,2,1,1,0.1666759258230464,1,1,2.0,True
0,3,0,3,0,2,2,0,-0.09754759088303801,1,1,1.0,True
0,2,1,2,0,2,0,2,0.0714418365451922,1,2,1.0,True
0,3,3,3,0,2,2,0,0.06251171860351745,1,1,0.0,True
0,1,1,2,0,3,0,3,0.28572448965014785,1,2,1.5,True
0,1,0,1,0,1,0,1,-0.018499657413751598,1,1,0.0,True
0,3,2,3,0,2,1,1,-0.062486718916013546,1,1,1.0,True
0,2,2,3,0,3,0,3,1.5384378701866124e-05,1,1,1.0,True
0,3,1,3,0,1,0,1,-0.06665244463407155,1,1,1.0,True
0,2,1,2,0,1,0,1,0.3142955100641419,1,2,0.5,True
0,2,0,3,0,3,2,1,0.024402141437299546,1,1,0.0,True
0,3,1,3,0,2,0,2,0.16001119985066867,1,1,1.0,True
0,3,2,3,0,4,3,1,0.06251171860351745,1,1,1.0,True
0,1,0,1,0,0,0,0,0.4000119997600048,1,1,0.0,True
0,2,2,3,0,2,0,2,0.3506577836651472,1,2,0.0,True
0,3,2,3,0,0,0,0,0.23078106490669376,1,1,0.0,True
0,1,1,2,0,3,0,3,0.21429693861516264,1,2,0.5,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.5,True
0,3,1,3,0,3,0,3,0.20001066652444635,1,1,0.0,True
0,3,3,3,0,3,0,3,0.12501093736328295,1,1,0.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,0.5,True
0,3,1,3,0,1,0,1,0.13334488873481687,1,1,1.0,True
0,1,1,3,0,2,0,2,0.3333422221037053,1,1,1.0,True
0,1,1,3,0,3,2,1,0.35715204068513307,1,2,1.0,True
0,2,1,3,0,2,0,2,0.0666791109451874,1,1,1.0,True
0,1,1,1,0,2,0,2,0.11112757171163497,1,1,1.0,True
0,1,0,3,0,3,2,1,0.26830160607797465,1,1,1.0,True
0,1,1,2,0,3,0,3,1.4285510206997042e-05,1,2,1.5,True
0,1,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,2,2,3,0,3,0,3,0.14667804429274275,1,2,2.5,True
0,1,0,2,0,3,2,1,1.4285510206997042e-05,1,2,1.0,True
0,2,1,2,0,2,0,2,0.6428622448250739,1,2,1.5,True
0,2,1,2,0,3,0,3,0.3142955100641419,1,2,0.5,True
0,1,1,2,0,1,0,1,0.3714375508921301,1,2,0.5,True
0,3,2,3,0,3,1,2,1.1110987655692714e-05,1,1,1.0,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,0.5,True
0,1,1,3,0,3,2,1,0.11429836716618334,1,2,1.5,True
0,1,1,2,0,1,0,1,0.4428651019271153,1,2,1.5,True
0,1,1,2,0,2,0,2,0.3714375508921301,1,2,0.5,True
0,1,1,2,0,3,0,3,0.4000085713061242,1,2,1.0,True
0,3,2,3,0,0,0,0,0.0769372778880325,1,1,1.0,True
0,3,2,3,0,2,0,2,-0.07690650913062876,1,1,0.0,True
0,1,1,2,0,1,0,1,0.6428622448250739,1,2,0.5,True
0,3,2,3,0,0,0,0,0.06251171860351745,1,2,1.5,True
0,2,2,3,0,1,1,0,0.46250671866601667,1,1,1.0,True
0,3,3,3,0,3,2,1,-0.062486718916013546,1,1,0.0,True
0,2,0,2,0,3,2,1,-0.07141326552477821,1,2,0.5,True
0,2,0,3,0,2,2,0,0.26830160607797465,1,1,1.0,True
0,3,2,3,0,3,0,3,-0.107675266534361,1,1,1.0,True
0,1,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,2,2,3,0,1,0,1,-0.07141326552477821,1,0,0.0,True
0,2,2,2,0,1,1,0,0.3333407406584371,1,1,2.0,True
0,2,2,3,0,1,0,1,0.0769372778880325,1,1,1.0,True
0,1,0,3,0,3,2,1,0.21952171314983965,1,1,0.0,True
0,2,0,2,0,3,2,1,0.0714418365451922,1,2,1.0,True
0,3,1,3,0,0,0,0,0.0666791109451874,1,1,1.0,True
0,2,2,2,0,3,2,1,1.24998437519531e-05,1,1,1.0,True
0,3,3,3,0,3,2,1,1.24998437519531e-05,1,1,0.0,True
0,3,2,3,0,1,0,1,-0.12498593767577905,1,2,0.5,True
0,1,1,3,0,3,2,1,-0.14284081655976344,1,2,1.5,True
0,1,1,3,0,2,2,0,0.4285795917201183,1,2,0.5,True
0,2,1,2,0,2,0,2,0.0714418365451922,1,2,1.0,True
1,0,0,1,0,1,0,1,0.2592729764263625,1,1,0.0,True
0,1,1,2,0,2,1,1,0.02001959960800784,1,1,0.0,True
0,1,1,2,0,3,0,3,0.2285824488221597,1,2,1.0,True
0,3,1,3,0,2,0,2,0.0714418365451922,1,1,0.0,True
0,1,1,3,0,1,0,1,0.47143612234110943,1,1,0.0,True
0,2,2,3,0,2,0,2,0.46667377768296425,1,2,1.0,True
0,2,1,3,0,2,0,2,-0.07141326552477821,1,1,0.0,True
1,0,0,3,0,2,2,0,0.32927647223814344,1,1,1.0,True
0,3,2,3,0,2,0,2,-0.03894754613576447,1,2,1.0,True
0,3,2,3,0,1,0,1,0.13334488873481687,1,2,2.0,True
0,3,0,3,0,2,2,0,0.024402141437299546,1,1,1.0,True
1,0,0,3,0,2,2,0,0.28049657931000843,1,1,0.0,True
0,1,1,3,0,0,0,0,0.18572591820116854,1,1,0.0,True
0,2,0,2,0,3,2,1,0.0714418365451922,1,2,0.5,True
0,3,2,3,0,1,0,1,-0.03894754613576447,1,2,0.5,True
0,1,1,3,0,3,2,1,0.1044909777466008,1,1,1.0,True
0,1,1,2,0,0,0,0,0.4285795917201183,1,2,0.5,True
0,1,1,3,0,3,0,3,1.4285510206997042e-05,1,1,0.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,1.0,True
0,1,0,1,0,2,0,2,-0.07405418418177441,1,1,0.0,True
0,3,2,3,0,0,0,0,1.5384378701866124e-05,1,1,0.0,True
0,1,1,1,0,2,2,0,1.5384378701866124e-05,1,1,0.0,True
0,3,2,3,0,0,0,0,-0.133318222423701,1,2,2.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,1.5,True
0,1,1,1,0,2,0,2,-0.12960871094979723,1,1,1.0,True
0,2,2,3,0,3,1,2,0.16305257551548352,1,1,0.0,True
0,3,2,3,0,1,0,1,0.3000069999300007,1,1,0.0,True
0,1,1,2,0,3,0,3,0.28572448965014785,1,2,0.5,True
0,3,2,3,0,3,0,3,-0.07690650913062876,1,1,1.0,True
0,3,2,3,0,1,0,1,0.4461623667328195,1,1,0.0,True
0,2,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,1,1,3,0,2,0,2,0.6666711110518526,1,1,1.0,True
0,2,2,2,0,0,0,0,1.4285510206997042e-05,1,2,1.5,True
0,3,1,3,0,1,0,1,0.5000071427551035,1,1,0.0,True
0,3,2,3,0,1,0,1,-0.06492123478915858,1,2,0.0,True
0,3,1,3,0,3,0,3,0.14286938758017742,1,1,0.0,True
0,1,1,1,0,2,2,0,0.29231857971415826,1,1,0.0,True
0,2,2,2,0,1,0,1,0.18572591820116854,1,2,1.0,True
0,1,1,1,0,3,2,1,-0.07690650913062876,1,2,0.5,True
0,3,2,3,0,1,1,0,-0.0777658026021933,1,1,2.0,True
0,2,1,2,0,0,0,0,0.14286938758017742,1,2,0.5,True
0,2,2,3,0,3,0,3,0.20001066652444635,1,2,3.0,True
0,1,0,1,0,2,0,2,0.3400131997360053,1,1,0.0,True
0,1,0,1,0,0,0,0,0.16001679966400673,1,1,0.0,True
0,1,1,2,0,3,0,3,0.14286938758017742,1,2,0.5,True
0,3,2,3,0,0,0,0,1.3333155557925894e-05,1,2,2.0,True
0,3,2,3,0,0,0,0,-0.06665244463407155,1,1,0.0,True
0,1,1,2,0,3,0,3,0.2285824488221597,1,2,0.5,True
0,2,1,3,0,2,0,2,0.1285838773731804,1,1,0.0,True
0,2,1,3,0,1,0,1,0.40000799989333474,1,1,1.0,True
1,0,0,1,0,1,0,1,0.2592729764263625,1,1,0.0,True
0,2,1,3,0,3,2,1,0.029865225892150862,1,1,1.0,True
0,3,1,3,0,1,0,1,0.28572448965014785,1,1,0.0,True
0,3,2,3,0,1,0,1,1.24998437519531e-05,1,2,1.0,True
0,1,1,2,0,1,0,1,0.4000085713061242,1,2,0.5,True
0,2,2,3,0,2,0,2,1.24998437519531e-05,1,2,0.5,True
0,2,1,2,0,3,0,3,0.35715204068513307,1,2,0.0,True
0,2,1,2,0,2,0,2,0.14286938758017742,1,2,1.0,True
0,2,2,2,0,2,2,0,1.24998437519531e-05,1,1,1.0,True
0,1,0,3,0,3,2,1,0.26830160607797465,1,1,1.0,True
0,2,2,3,0,0,0,0,1.5384378701866124e-05,1,1,0.0,True
0,3,2,3,0,3,0,3,0.06251171860351745,1,2,0.5,True
0,3,2,3,0,0,0,0,-0.03894754613576447,1,2,1.0,True
0,3,2,3,0,2,2,0,0.20000941165398053,1,1,1.0,True
0,2,2,2,0,3,2,1,0.12501093736328295,1,1,1.0,True
0,2,1,3,0,1,0,1,0.4285795917201183,1,1,0.0,True
0,2,0,3,0,2,2,0,0.024402141437299546,1,1,1.0,True
0,2,1,2,0,0,0,0,-0.14284081655976344,1,2,1.5,True
0,2,1,2,0,2,1,1,-0.09088925655897165,1,2,0.5,True
0,1,1,2,0,0,0,0,0.28572448965014785,1,2,1.0,True
0,1,1,2,0,1,0,1,0.4000085713061242,1,2,1.0,True
0,2,0,3,0,3,2,1,0.1463518737576371,1,1,1.0,True
0,1,0,3,0,2,2,0,0.20732673991780587,1,1,1.0,True
0,2,1,2,0,2,0,2,-0.07141326552477821,1,2,1.0,True
0,3,2,3,0,1,0,1,0.02598667549772081,1,2,0.0,True
0,1,1,1,0,3,2,1,1.5384378701866124e-05,1,1,0.0,True
0,2,1,2,0,0,0,0,0.0714418365451922,1,2,0.5,True
0,3,1,3,0,0,0,0,0.3333422221037053,1,1,1.0,True
0,1,1,1,0,3,0,3,-0.055536008592433475,1,1,1.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,1.0,True
0,1,1,3,0,2,2,0,0.3283682333099506,1,1,1.0,True
0,1,1,2,0,3,0,3,0.28572448965014785,1,2,0.5,True
0,3,1,3,0,3,0,3,-0.06665244463407155,1,1,1.0,True
0,1,0,1,0,2,0,2,0.0740912205329531,1,1,0.0,True
0,1,0,1,0,1,0,1,-0.09257235977111535,1,1,0.0,True
0,1,1,2,0,1,0,1,0.4285795917201183,1,2,0.5,True
0,2,1,2,0,0,0,0,0.48572163254810646,1,2,0.5,True
0,2,2,3,0,3,2,1,0.07408550511722077,1,1,1.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,1.0,True
0,1,1,2,0,0,0,0,0.18572591820116854,1,2,0.5,True
0,1,1,1,0,2,2,0,0.0769372778880325,1,1,0.0,True
0,1,1,2,0,1,0,1,0.21429693861516264,1,2,1.5,True
0,3,1,3,0,1,0,1,0.13334488873481687,1,1,1.0,True
0,2,1,2,0,3,0,3,1.4285510206997042e-05,1,2,0.5,True
0,2,1,3,0,0,0,0,0.20001066652444635,1,1,1.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,0.5,True
0,1,1,1,0,0,0,0,0.12964574730097592,1,1,1.0,True
0,1,1,2,0,2,0,2,0.1000128569591863,1,2,1.5,True
0,2,1,2,0,2,0,2,0.14286938758017742,1,2,1.0,True
0,2,2,3,0,2,0,2,0.1538591713973631,1,1,1.0,True
0,1,1,1,0,2,0,2,0.12964574730097592,1,1,0.0,True
0,2,2,3,0,0,0,0,0.15000849991500084,1,1,1.0,True
0,1,1,3,0,2,0,2,0.17334435540859455,1,1,1.0,True
0,2,2,2,0,2,1,1,0.3333407406584371,1,1,2.0,True
0,2,0,3,0,3,2,1,-0.09754759088303801,1,1,1.0,True
0,1,1,3,0,2,0,2,0.328581020271139,1,1,0.0,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,0.5,True
0,2,1,2,0,3,0,3,-0.028556734903787087,1,2,1.0,True
0,2,1,3,0,3,2,1,0.059715526633930836,1,1,0.0,True
0,2,1,2,0,1,0,1,0.48572163254810646,1,2,1.0,True
0,2,0,3,0,3,2,1,0.19513176668577212,1,1,1.0,True
0,2,1,3,0,3,0,3,0.36000853321955706,1,1,1.0,True
0,3,2,3,0,0,0,0,-0.03894754613576447,1,2,0.5,True
0,1,1,1,0,0,0,0,-0.03701783300309253,1,1,1.0,True
0,1,1,1,0,2,0,2,-0.018499657413751598,1,1,1.0,True
0,3,2,3,0,3,0,3,-0.03894754613576447,1,2,0.5,True
0,2,2,3,0,2,0,2,0.02598667549772081,1,2,0.5,True
0,2,1,3,0,0,0,0,0.2933427554299276,1,1,1.0,True
0,2,2,2,0,1,0,1,-0.14284081655976344,1,2,1.0,True
0,1,1,2,0,3,1,2,1.999960000799984e-05,1,1,0.0,True
0,2,2,3,0,0,0,0,0.09092089713120609,1,2,0.5,True
0,1,1,3,0,2,2,0,0.2089670303428307,1,1,1.0,True
0,2,2,2,0,2,1,1,0.24445283941289542,1,1,2.0,True
0,2,2,3,0,3,2,1,0.11112098754458284,1,1,0.0,True
0,1,0,3,0,2,2,0,0.6829306959671223,1,1,0.0,True
0,2,1,2,0,2,0,2,-0.14284081655976344,1,2,1.5,True
0,1,1,3,0,2,0,2,0.34286653047813603,1,1,0.0,True
0,2,1,2,0,2,0,2,0.1000128569591863,1,2,1.5,True
0,2,2,3,0,3,0,3,0.06494720847781198,1,2,0.5,True
0,1,0,3,0,2,2,0,0.31708149900610966,1,1,1.0,True
0,1,1,1,0,2,2,0,0.35385609452162275,1,1,0.0,True
0,1,1,2,0,2,0,2,0.28572448965014785,1,2,1.0,True
0,2,0,3,0,2,2,0,0.1463518737576371,1,1,1.0,True
0,2,2,2,0,2,2,0,0.12501093736328295,1,1,1.0,True
0,2,1,2,0,1,0,1,0.34286653047813603,1,2,1.0,True
0,2,2,2,0,3,2,1,-0.14998562517968525,1,1,1.0,True
0,1,1,3,0,2,2,0,0.2835927821972806,1,1,1.0,True
0,1,1,2,0,0,0,0,0.18572591820116854,1,2,1.0,True
0,2,2,3,0,3,0,3,0.25000937488281394,1,2,1.0,True
1,0,0,1,0,2,0,2,-0.018499657413751598,1,1,0.0,True
0,2,1,2,0,1,0,1,0.0714418365451922,1,2,0.5,True
0,3,2,3,0,2,2,0,-0.04936976086714979,1,1,1.0,True
0,2,1,3,0,3,0,3,-0.14284081655976344,1,1,0.0,True
0,1,1,1,0,1,0,1,0.2592729764263625,1,1,1.0,True
0,2,1,2,0,3,0,3,-0.07141326552477821,1,2,1.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,2,2,3,0,4,0,4,-0.062486718916013546,1,2,1.5,True
0,2,2,2,0,2,1,1,0.28889679003566626,1,1,2.0,True
0,2,1,3,0,4,2,2,0.029865225892150862,1,1,1.0,True
0,2,2,3,0,3,3,0,0.12501093736328295,1,1,1.0,True
1,0,0,1,0,2,0,2,-0.1110905353604563,1,1,0.0,True
0,2,1,3,0,2,0,2,0.0666791109451874,1,1,1.0,True
0,2,1,3,0,3,0,3,0.20001066652444635,1,1,1.0,True
0,1,0,1,0,1,0,1,0.11112757171163497,1,1,0.0,True
0,1,1,3,0,1,0,1,1.4285510206997042e-05,1,1,0.0,True
0,1,0,1,0,1,0,1,0.1666820984796578,1,1,0.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,3,3,3,0,3,2,1,-0.07690650913062876,1,2,0.0,True
0,1,1,2,0,1,0,1,0.28572448965014785,1,2,1.5,True
0,2,2,2,0,3,2,1,0.06251171860351745,1,1,1.0,True
0,3,3,3,0,4,2,2,0.06251171860351745,1,1,0.0,True
0,1,0,3,0,2,0,2,-0.07141326552477821,1,1,1.0,True
0,1,1,2,0,2,0,2,1.4285510206997042e-05,1,2,1.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,2,2,2,0,3,2,1,-0.09998625017187285,1,1,1.0,True
0,1,1,1,0,2,2,0,0.3230873371178905,1,1,0.0,True
0,3,2,3,0,1,1,0,0.29348594037021336,1,1,1.0,True
0,3,1,3,0,1,0,1,0.36000853321955706,1,1,1.0,True
0,3,1,3,0,3,0,3,0.0666791109451874,1,1,1.0,True
0,2,1,3,0,2,0,2,-0.07141326552477821,1,1,0.0,True
0,3,2,3,0,3,1,2,-0.11109876556927145,1,1,2.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,0.5,True
0,3,0,3,0,3,3,0,-0.049986875164060446,1,2,1.0,True
0,3,2,3,0,3,1,2,0.12501093736328295,1,1,1.0,True
0,2,1,2,0,2,0,2,-0.14284081655976344,1,2,1.5,True
0,1,1,2,0,0,0,0,0.6428622448250739,1,2,1.0,True
0,2,2,3,0,0,0,0,0.0666791109451874,1,2,2.0,True
0,2,2,3,0,2,0,2,0.3066759109878535,1,2,3.0,True
0,2,2,3,0,1,0,1,0.28572448965014785,1,0,0.0,True
0,2,2,2,0,1,0,1,1.4285510206997042e-05,1,2,1.0,True
0,1,1,2,0,3,0,3,0.28572448965014785,1,2,0.5,True
0,2,1,3,0,1,0,1,0.35715204068513307,1,1,0.0,True
1,0,0,1,0,1,0,1,0.500009999800004,1,1,0.0,True
0,2,2,3,0,3,0,3,0.15001062486718916,1,1,0.0,True
0,3,2,3,0,0,0,0,-0.12498593767577905,1,2,0.5,True
0,1,0,1,0,1,0,1,-0.1110905353604563,1,1,0.0,True
0,2,2,2,0,2,1,1,0.044455061610426554,1,1,2.0,True
0,1,1,2,0,1,0,1,0.5714346937900887,1,2,1.5,True
0,2,0,3,0,3,2,1,0.32927647223814344,1,1,1.0,True
1,0,0,3,0,2,2,0,0.4634211777905147,1,1,0.0,True
0,1,1,2,0,0,0,0,0.14286938758017742,1,2,0.5,True
0,1,1,3,0,0,0,0,0.26667644431407583,1,1,1.0,True
0,2,1,2,0,2,0,2,0.01429979571720404,1,2,0.5,True
0,1,1,2,0,3,0,3,0.08572734675218925,1,2,1.5,True
0,2,1,2,0,3,0,3,0.14286938758017742,1,2,1.5,True
0,1,1,2,0,2,0,2,0.2571534692361538,1,2,0.5,True
1,0,0,3,0,2,2,0,0.32927647223814344,1,1,1.0,True
0,1,0,3,0,2,0,2,-0.07141326552477821,1,1,1.0,True
0,2,0,2,0,2,2,0,-0.028556734903787087,1,2,0.5,True
0,3,2,3,0,1,0,1,0.21429693861516264,1,0,0.0,True
0,2,2,2,0,2,2,0,0.25000937488281394,1,1,1.0,True
0,2,1,2,0,2,1,1,0.08334861085648572,1,1,0.0,True
0,2,1,3,0,3,2,1,0.25374248145550066,1,1,0.0,True
0,1,0,1,0,2,0,2,0.1666820984796578,1,1,0.0,True
0,2,1,2,0,1,0,1,0.35715204068513307,1,2,1.0,True
0,2,2,3,0,1,0,1,0.12501093736328295,1,2,0.5,True
0,1,0,3,0,3,2,1,0.1463518737576371,1,1,1.0,True
0,1,1,2,0,2,0,2,0.4285795917201183,1,2,0.5,True
0,2,2,2,0,2,2,0,0.12501093736328295,1,1,1.0,True
0,2,1,2,0,1,1,0,0.20001333311111483,1,1,0.0,True
0,1,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,1,1,2,0,1,0,1,0.5571491835830916,1,2,1.0,True
0,1,1,2,0,0,0,0,0.6428622448250739,1,2,0.5,True
1,0,0,1,0,2,0,2,0.1666820984796578,1,1,0.0,True
0,1,1,2,0,2,0,2,0.35715204068513307,1,2,1.5,True
0,3,2,3,0,3,0,3,0.06251171860351745,1,2,1.0,True
0,1,0,3,0,3,2,1,0.1463518737576371,1,1,1.0,True
0,1,1,3,0,0,0,0,0.3333422221037053,1,1,1.0,True
0,1,1,1,0,2,0,2,0.11112757171163497,1,1,1.0,True
0,1,1,2,0,3,0,3,0.14286938758017742,1,2,1.5,True
0,1,1,2,0,1,0,1,0.2000114284081656,1,2,1.0,True
0,1,1,1,0,1,0,1,0.2222366252476806,1,1,1.0,True
1,0,0,3,0,3,2,1,0.5365910171827173,1,1,1.0,True
0,3,2,3,0,3,1,2,0.1666759258230464,1,1,2.0,True
0,2,2,3,0,3,3,0,0.25000937488281394,1,1,1.0,True
1,0,0,3,0,2,2,0,0.6341508030389873,1,1,1.0,True
0,3,1,3,0,0,0,0,0.04001279982933561,1,1,1.0,True
0,2,1,2,0,2,0,2,0.0714418365451922,1,2,1.5,True
0,1,1,1,0,0,0,0,-0.1110905353604563,1,1,1.0,True
0,2,1,2,0,1,0,1,0.14286938758017742,1,2,1.0,True
0,2,1,2,0,2,1,1,0.16668055532407794,1,1,0.0,True
0,1,1,2,0,1,0,1,0.21429693861516264,1,2,0.0,True
0,2,1,2,0,3,0,3,0.21429693861516264,1,2,1.0,True
0,3,2,3,0,1,0,1,0.06251171860351745,1,2,1.0,True
0,3,0,3,0,3,2,1,0.08537700759746833,1,1,1.0,True
0,3,3,3,0,2,2,0,0.507699881540284,1,2,1.0,True
0,1,1,1,0,2,2,0,0.4000092306272211,1,1,0.0,True
0,1,1,1,0,2,0,2,-0.1110905353604563,1,1,1.0,True
0,2,2,2,0,3,2,1,-0.12498593767577905,1,1,1.0,True
0,3,2,3,0,2,0,2,0.2000079999200008,1,1,1.0,True
0,2,2,2,0,3,3,0,-0.11109876556927145,1,1,1.0,True
0,1,0,1,0,1,0,1,0.18001639967200656,1,1,0.0,True
0,1,1,2,0,1,0,1,0.1285838773731804,1,2,1.5,True
0,2,1,3,0,0,0,0,0.28572448965014785,1,1,0.0,True
0,2,2,3,0,3,1,2,0.055566049266119265,1,1,2.0,True
0,1,1,2,0,2,0,2,0.5000071427551035,1,2,1.0,True
0,3,2,3,0,3,1,2,0.4444506172153643,1,1,2.0,True
0,2,2,3,0,1,0,1,0.20001066652444635,1,2,2.0,True
0,2,0,3,0,3,2,1,0.3658613919342447,1,1,1.0,True
0,3,2,3,0,3,0,3,-0.133318222423701,1,2,1.5,True
0,3,2,3,0,2,0,2,0.23078106490669376,1,1,1.0,True
0,2,2,2,0,3,1,2,0.3333407406584371,1,1,2.0,True
0,1,0,3,0,2,2,0,0.2317166863818734,1,1,1.0,True
0,3,1,3,0,3,0,3,0.2285824488221597,1,1,0.0,True
0,1,1,2,0,0,0,0,0.28572448965014785,1,2,1.0,True
0,3,1,3,0,1,0,1,0.0714418365451922,1,1,0.0,True
0,2,1,2,0,0,0,0,0.28572448965014785,1,2,1.5,True
0,1,0,3,0,3,2,1,0.20732673991780587,1,1,0.0,True
0,1,1,2,0,0,0,0,1.4285510206997042e-05,1,2,0.5,True
0,3,2,3,0,3,1,2,0.5555604937722914,1,1,2.0,True
0,3,2,3,0,3,0,3,-0.10388176776924975,1,2,1.0,True
0,3,3,3,0,4,0,4,-0.062486718916013546,1,1,0.0,True
0,2,2,2,0,2,0,2,0.14286938758017742,1,2,0.5,True
0,1,1,2,0,1,1,0,0.18183305758077126,1,2,1.0,True
0,2,2,3,0,2,0,2,0.26667644431407583,1,2,1.0,True
0,1,1,1,0,2,2,0,0.30770295841602435,1,1,0.0,True
0,1,1,2,0,0,0,0,0.4285795917201183,1,2,0.5,True
0,1,1,2,0,3,0,3,0.14286938758017742,1,2,0.5,True
0,2,2,3,0,2,0,2,-0.062486718916013546,1,1,1.0,True
1,0,0,3,0,3,3,0,0.4375070311621105,1,2,0.5,True
0,2,1,3,0,2,0,2,0.12001173317689097,1,1,1.0,True
0,3,1,3,0,2,2,0,-0.14284081655976344,1,2,1.5,True
0,2,2,3,0,3,1,2,0.1666759258230464,1,1,2.0,True
0,2,2,3,0,1,0,1,0.0714418365451922,1,0,0.0,True
0,2,1,2,0,1,0,1,0.48572163254810646,1,2,1.5,True
0,3,2,3,0,2,1,1,-0.049986875164060446,1,1,1.0,True
0,3,2,3,0,0,0,0,1.24998437519531e-05,1,2,0.5,True
0,1,1,1,0,3,2,1,0.04616852048430024,1,1,0.0,True
0,2,0,3,0,3,2,1,0.024402141437299546,1,1,1.0,True
0,2,1,2,0,1,1,0,-0.09998166697221712,1,1,0.0,True
0,2,1,2,0,3,0,3,0.0714418365451922,1,2,1.0,True
0,2,1,2,0,2,0,2,0.2571534692361538,1,2,1.5,True
0,3,1,3,0,3,2,1,1.24998437519531e-05,1,0,0.0,True
0,1,1,1,0,2,2,0,0.16924355009922926,1,1,0.0,True
0,1,1,2,0,3,0,3,-0.07141326552477821,1,2,1.0,True
0,2,2,2,0,1,0,1,0.36000853321955706,1,1,0.0,True
0,2,2,3,0,4,0,4,0.23078106490669376,1,1,1.0,True
0,3,2,3,0,2,0,2,-0.09998625017187285,1,2,1.0,True
0,1,0,3,0,2,2,0,0.31708149900610966,1,1,1.0,True
0,1,1,2,0,1,0,1,0.328581020271139,1,2,1.0,True
0,1,1,2,0,2,0,2,0.4000085713061242,1,2,0.5,True
0,3,1,3,0,3,0,3,-0.14284081655976344,1,1,0.0,True
0,1,1,1,0,2,2,0,0.0769372778880325,1,1,0.0,True
0,2,2,2,0,2,1,1,0.3333407406584371,1,1,2.0,True
0,2,0,3,0,3,2,1,0.1463518737576371,1,1,1.0,True
0,1,1,2,0,2,1,1,0.33334444425926235,1,1,0.0,True
0,2,2,2,0,2,2,0,0.35000812489843874,1,1,1.0,True
0,2,2,2,0,0,0,0,0.0714418365451922,1,2,1.0,True
0,1,0,1,0,1,0,1,0.2222366252476806,1,1,0.0,True
0,1,1,2,0,3,1,2,1.999960000799984e-05,1,1,0.0,True
0,2,1,2,0,2,0,2,0.1714404079941715,1,2,1.5,True
0,3,2,3,0,2,1,1,0.11112098754458284,1,1,2.0,True
0,1,1,2,0,0,0,0,-0.14284081655976344,1,2,0.5,True
0,1,1,1,0,2,2,0,0.1538591713973631,1,1,0.0,True
0,2,1,3,0,2,0,2,1.3333155557925894e-05,1,1,1.0,True
0,3,1,3,0,2,0,2,-0.14284081655976344,1,1,0.0,True
0,2,1,2,0,1,1,0,0.06668222196296729,1,1,0.0,True
0,3,2,3,0,3,3,0,1.24998437519531e-05,1,1,1.0,True
0,1,1,3,0,3,0,3,0.18572591820116854,1,1,0.0,True
0,2,2,2,0,2,1,1,0.22223086410151,1,1,0.0,True
0,2,1,2,0,3,0,3,0.14286938758017742,1,2,0.5,True
0,2,2,3,0,2,2,0,0.18824484417830378,1,1,1.0,True
1,0,0,3,0,3,2,1,0.3902513383983122,1,1,0.0,True
0,1,1,3,0,4,2,2,0.25374248145550066,1,1,0.0,True
0,2,1,2,0,0,0,0,-0.14284081655976344,1,2,0.5,True
0,1,0,3,0,2,2,0,0.18293679345373837,1,1,1.0,True
0,2,0,3,0,2,2,0,0.5122010707186497,1,1,1.0,True
0,1,0,3,0,2,0,2,-0.14284081655976344,1,1,1.0,True
0,1,1,2,0,2,0,2,0.2285824488221597,1,2,1.5,True
0,2,2,3,0,0,0,0,0.261549822310426,1,1,0.0,True
1,0,0,3,0,2,2,0,0.32927647223814344,1,1,1.0,True
0,1,1,2,0,2,0,2,0.4000085713061242,1,2,1.0,True
0,3,2,3,0,1,0,1,0.20001066652444635,1,2,1.5,True
0,3,1,3,0,3,2,1,0.029865225892150862,1,1,1.0,True
0,2,1,3,0,3,0,3,0.13334488873481687,1,1,0.0,True
0,1,0,3,0,3,2,1,0.20732673991780587,1,1,1.0,True
0,2,2,3,0,2,0,2,-0.133318222423701,1,2,2.5,True
0,2,1,2,0,2,0,2,0.328581020271139,1,2,1.0,True
0,2,1,2,0,2,0,2,0.21429693861516264,1,2,1.0,True
0,2,2,3,0,1,0,1,-0.07690650913062876,1,1,0.0,True
0,1,1,2,0,2,0,2,0.14286938758017742,1,2,0.5,True
